ibge;municipio;ano;populacao
260170;Belo Jardim;2018;76185
260180;Betânia;2018;12671
260190;Bezerros;2018;60714
260200;Bodocó;2018;37909
260210;Bom Conselho;2018;48336
260220;Bom Jardim;2018;39132
260230;Bonito;2018;38152
260240;Brejão;2018;8999
260250;Brejinho;2018;7486
260260;Brejo da Madre de Deus;2018;50249
260270;Buenos Aires;2018;13119
260280;Buíque;2018;57825
260290;Cabo de Santo Agostinho;2018;205112
260300;Cabrobó;2018;33934
260310;Cachoeirinha;2018;20258
260320;Caetés;2018;28570
260330;Calçado;2018;11089
260340;Calumbi;2018;5753
260345;Camaragibe;2018;156736
260350;Camocim de São Félix;2018;18627
260360;Camutanga;2018;8530
260370;Canhotinho;2018;24835
260380;Capoeiras;2018;20048
260390;Carnaíba;2018;19491
260392;Carnaubeira da Penha;2018;12836
260400;Carpina;2018;82872
260410;Caruaru;2018;356872
260415;Casinhas;2018;14313
260420;Catende;2018;42434
260430;Cedro;2018;11722
260440;Chã de Alegria;2018;13428
260450;Chã Grande;2018;21579
260460;Condado;2018;26249
260470;Correntes;2018;18144
260480;Cortês;2018;12596
260490;Cumaru;2018;11635
260500;Cupira;2018;24041
260510;Custódia;2018;36841
260515;Dormentes;2018;18734
260520;Escada;2018;68448
260530;Exu;2018;31885
260540;Feira Nova;2018;22013
260545;Fernando de Noronha;2018;3021
260550;Ferreiros;2018;14365
260560;Flores;2018;22631
260570;Floresta;2018;32556
260580;Frei Miguelinho;2018;15366
260590;Gameleira;2018;30780
260600;Garanhuns;2018;138983
260610;Glória do Goitá;2018;30504
260620;Goiana;2018;79455
260630;Granito;2018;7435
260640;Gravatá;2018;83437
260650;Iati;2018;19152
260660;Ibimirim;2018;29055
260670;Ibirajuba;2018;7756
260680;Igarassu;2018;115640
260690;Iguaracy;2018;12209
260760;Ilha de Itamaracá;2018;25836
260700;Inajá;2018;22840
260710;Ingazeira;2018;4554
260720;Ipojuca;2018;94709
260730;Ipubi;2018;30512
260740;Itacuruba;2018;4869
260750;Itaíba;2018;26390
260765;Itambé;2018;36422
260770;Itapetim;2018;13680
260775;Itapissuma;2018;26397
260780;Itaquitinga;2018;16903
260790;Jaboatão dos Guararapes;2018;697636
260795;Jaqueira;2018;11668
260800;Jataúba;2018;17070
260805;Jatobá;2018;14740
260810;João Alfredo;2018;33563
260820;Joaquim Nabuco;2018;16036
260825;Jucati;2018;11361
260830;Jupi;2018;14747
260840;Jurema;2018;15323
260850;Lagoa de Itaenga;2018;21397
260845;Lagoa do Carro;2018;17886
260860;Lagoa do Ouro;2018;13065
260870;Lagoa dos Gatos;2018;16262
260875;Lagoa Grande;2018;25349
260880;Lajedo;2018;39982
260890;Limoeiro;2018;56302
260900;Macaparana;2018;25278
260910;Machados;2018;15851
260915;Manari;2018;21085
260920;Maraial;2018;11473
260930;Mirandiba;2018;15308
261430;Moreilândia;2018;11270
260940;Moreno;2018;62263
260950;Nazaré da Mata;2018;32366
260960;Olinda;2018;391835
260970;Orobó;2018;23833
260980;Orocó;2018;14827
260990;Ouricuri;2018;68939
261000;Palmares;2018;62994
261010;Palmeirina;2018;7789
261020;Panelas;2018;26492
261030;Paranatama;2018;11478
261040;Parnamirim;2018;21914
261050;Passira;2018;28972
261060;Paudalho;2018;56074
261070;Paulista;2018;329117
261080;Pedra;2018;22566
261090;Pesqueira;2018;67047
261100;Petrolândia;2018;36187
261110;Petrolina;2018;343865
261120;Poção;2018;11299
261130;Pombos;2018;27033
261140;Primavera;2018;14831
261150;Quipapá;2018;25896
261153;Quixaba;2018;6822
261160;Recife;2018;1637834
261170;Riacho das Almas;2018;20443
261180;Ribeirão;2018;47209
261190;Rio Formoso;2018;23440
261200;Sairé;2018;10103
261210;Salgadinho;2018;10768
261220;Salgueiro;2018;60604
261230;Saloá;2018;15823
261240;Sanharó;2018;26026
261245;Santa Cruz;2018;15236
261247;Santa Cruz da Baixa Verde;2018;12531
261250;Santa Cruz do Capibaribe;2018;105936
261255;Santa Filomena;2018;14390
261260;Santa Maria da Boa Vista;2018;41759
261270;Santa Maria do Cambucá;2018;14048
261280;Santa Terezinha;2018;11764
261290;São Benedito do Sul;2018;15717
261300;São Bento do Una;2018;58956
261310;São Caitano;2018;37119
261320;São João;2018;22686
261330;São Joaquim do Monte;2018;21314
261340;São José da Coroa Grande;2018;21004
261350;São José do Belmonte;2018;33895
261360;São José do Egito;2018;33789
261370;São Lourenço da Mata;2018;112362
261380;São Vicente Ferrer;2018;17950
261390;Serra Talhada;2018;85774
261400;Serrita;2018;19133
261410;Sertânia;2018;35761
261420;Sirinhaém;2018;45359
261440;Solidão;2018;5993
261450;Surubim;2018;64520
261460;Tabira;2018;28371
261470;Tacaimbó;2018;12890
261480;Tacaratu;2018;25417
261485;Tamandaré;2018;23149
261500;Taquaritinga do Norte;2018;28416
261510;Terezinha;2018;7139
261520;Terra Nova;2018;9983
261530;Timbaúba;2018;50956
261540;Toritama;2018;44254
261550;Tracunhaém;2018;13724
261560;Trindade;2018;30222
261570;Triunfo;2018;15265
261580;Tupanatinga;2018;27052
261590;Tuparetama;2018;8192
261600;Venturosa;2018;18298
261610;Verdejante;2018;9514
261618;Vertente do Lério;2018;7666
261620;Vertentes;2018;20503
261630;Vicência;2018;32513
261640;Vitória de Santo Antão;2018;137915
261650;Xexéu;2018;14691
270010;Água Branca;2018;20162
270020;Anadia;2018;17564
270030;Arapiraca;2018;230417
270040;Atalaia;2018;47000
270050;Barra de Santo Antônio;2018;15792
270060;Barra de São Miguel;2018;8264
270070;Batalha;2018;18455
270080;Belém;2018;4406
270090;Belo Monte;2018;6696
270100;Boca da Mata;2018;27168
270110;Branquinha;2018;10529
270120;Cacimbinhas;2018;10730
270130;Cajueiro;2018;21194
270135;Campestre;2018;6918
270140;Campo Alegre;2018;56579
270150;Campo Grande;2018;9549
270160;Canapi;2018;17726
270170;Capela;2018;17124
270180;Carneiros;2018;9000
270190;Chã Preta;2018;7319
270200;Coité do Nóia;2018;10744
270210;Colônia Leopoldina;2018;21575
270220;Coqueiro Seco;2018;5826
270230;Coruripe;2018;56562
270235;Craíbas;2018;24129
270240;Delmiro Gouveia;2018;51763
270250;Dois Riachos;2018;11054
270255;Estrela de Alagoas;2018;18153
270260;Feira Grande;2018;22152
270270;Feliz Deserto;2018;4729
270280;Flexeiras;2018;12773
270290;Girau do Ponciano;2018;40588
270300;Ibateguara;2018;15606
270310;Igaci;2018;25649
270320;Igreja Nova;2018;24408
270330;Inhapi;2018;18378
270340;Jacaré dos Homens;2018;5288
270350;Jacuípe;2018;7036
270360;Japaratinga;2018;8317
270370;Jaramataia;2018;5597
270375;Jequiá da Praia;2018;11624
270380;Joaquim Gomes;2018;23903
270390;Jundiá;2018;4175
270400;Junqueiro;2018;24731
270410;Lagoa da Canoa;2018;17934
270420;Limoeiro de Anadia;2018;28495
270430;Maceió;2018;1012382
270440;Major Isidoro;2018;19891
270490;Mar Vermelho;2018;3534
270450;Maragogi;2018;32369
270460;Maravilha;2018;9326
270470;Marechal Deodoro;2018;51364
270480;Maribondo;2018;13337
270500;Mata Grande;2018;25226
270510;Matriz de Camaragibe;2018;24649
270520;Messias;2018;17676
270530;Minador do Negrão;2018;5337
270540;Monteirópolis;2018;7153
270550;Murici;2018;28137
270560;Novo Lino;2018;12615
270570;Olho d'Água das Flores;2018;21437
270580;Olho d'Água do Casado;2018;9303
270590;Olho d'Água Grande;2018;5117
270600;Olivença;2018;11591
270610;Ouro Branco;2018;11456
270620;Palestina;2018;4985
270630;Palmeira dos Índios;2018;73096
270640;Pão de Açúcar;2018;24446
270642;Pariconha;2018;10527
270644;Paripueira;2018;13016
270650;Passo de Camaragibe;2018;15232
270660;Paulo Jacinto;2018;7568
270670;Penedo;2018;63516
270680;Piaçabuçu;2018;17805
270690;Pilar;2018;35008
270700;Pindoba;2018;2911
270710;Piranhas;2018;24891
270720;Poço das Trincheiras;2018;14354
270730;Porto Calvo;2018;27079
270740;Porto de Pedras;2018;7873
270750;Porto Real do Colégio;2018;20018
270760;Quebrangulo;2018;11342
270770;Rio Largo;2018;74838
270780;Roteiro;2018;6680
270790;Santa Luzia do Norte;2018;7272
270800;Santana do Ipanema;2018;47486
270810;Santana do Mundaú;2018;10755
270820;São Brás;2018;6953
270830;São José da Laje;2018;23855
270840;São José da Tapera;2018;32111
270850;São Luís do Quitunde;2018;34415
270860;São Miguel dos Campos;2018;60775
270870;São Miguel dos Milagres;2018;7888
270880;São Sebastião;2018;34011
270890;Satuba;2018;13716
270895;Senador Rui Palmeira;2018;13818
270900;Tanque d'Arca;2018;6187
270910;Taquarana;2018;19886
270915;Teotônio Vilela;2018;43960
270920;Traipu;2018;27632
270930;União dos Palmares;2018;65461
270940;Viçosa;2018;25773
280010;Amparo de São Francisco;2018;2368
280020;Aquidabã;2018;21443
280030;Aracaju;2018;648939
280040;Arauá;2018;10168
280050;Areia Branca;2018;18396
280060;Barra dos Coqueiros;2018;29873
280067;Boquim;2018;26731
280070;Brejo Grande;2018;8264
280100;Campo do Brito;2018;17997
280110;Canhoba;2018;4011
280120;Canindé de São Francisco;2018;29430
280130;Capela;2018;33904
280140;Carira;2018;21724
280150;Carmópolis;2018;16324
280160;Cedro de São João;2018;5880
280170;Cristinápolis;2018;18190
280190;Cumbe;2018;3977
280200;Divina Pastora;2018;5059
280210;Estância;2018;68804
280220;Feira Nova;2018;5567
280230;Frei Paulo;2018;15283
280240;Gararu;2018;11606
280250;General Maynard;2018;3307
280260;Gracho Cardoso;2018;5811
280270;Ilha das Flores;2018;8519
280280;Indiaroba;2018;17761
280290;Itabaiana;2018;94696
280300;Itabaianinha;2018;41684
280310;Itabi;2018;4921
280320;Itaporanga d'Ajuda;2018;33994
280330;Japaratuba;2018;18576
280340;Japoatã;2018;13085
280350;Lagarto;2018;103576
280360;Laranjeiras;2018;29567
280370;Macambira;2018;6877
280380;Malhada dos Bois;2018;3665
280390;Malhador;2018;12581
280400;Maruim;2018;17153
280410;Moita Bonita;2018;11322
280420;Monte Alegre de Sergipe;2018;15120
280430;Muribeca;2018;7610
280440;Neópolis;2018;18735
280445;Nossa Senhora Aparecida;2018;8783
280450;Nossa Senhora da Glória;2018;36514
280460;Nossa Senhora das Dores;2018;26460
280470;Nossa Senhora de Lourdes;2018;6470
280480;Nossa Senhora do Socorro;2018;181503
280490;Pacatuba;2018;14347
280500;Pedra Mole;2018;3236
280510;Pedrinhas;2018;9538
280520;Pinhão;2018;6523
280530;Pirambu;2018;9199
280540;Poço Redondo;2018;34412
280550;Poço Verde;2018;23586
280560;Porto da Folha;2018;28497
280570;Propriá;2018;29559
280580;Riachão do Dantas;2018;19800
280590;Riachuelo;2018;10140
280600;Ribeirópolis;2018;18528
280610;Rosário do Catete;2018;10697
280620;Salgado;2018;19970
280630;Santa Luzia do Itanhy;2018;13947
280650;Santa Rosa de Lima;2018;3904
280640;Santana do São Francisco;2018;7714
280660;Santo Amaro das Brotas;2018;12051
280670;São Cristóvão;2018;89027
280680;São Domingos;2018;11065
280690;São Francisco;2018;3987
280700;São Miguel do Aleixo;2018;3913
280710;Simão Dias;2018;40486
280720;Siriri;2018;8813
280730;Telha;2018;3204
280740;Tobias Barreto;2018;51843
280750;Tomar do Geru;2018;13061
280760;Umbaúba;2018;25033
290010;Abaíra;2018;8767
290020;Abaré;2018;19814
290030;Acajutiba;2018;15129
290035;Adustina;2018;16784
290040;Água Fria;2018;16901
290060;Aiquara;2018;4478
290070;Alagoinhas;2018;150832
290080;Alcobaça;2018;22449
290090;Almadina;2018;5566
290100;Amargosa;2018;37031
290110;Amélia Rodrigues;2018;25224
290115;América Dourada;2018;16097
290120;Anagé;2018;18194
290130;Andaraí;2018;13153
290135;Andorinha;2018;14690
290140;Angical;2018;14017
290150;Anguera;2018;11142
290160;Antas;2018;19093
290170;Antônio Cardoso;2018;11691
290180;Antônio Gonçalves;2018;11715
290190;Aporá;2018;17673
290195;Apuarema;2018;7360
290205;Araças;2018;12143
290200;Aracatu;2018;13229
290210;Araci;2018;54099
290220;Aramari;2018;11332
290225;Arataca;2018;11079
290230;Aratuípe;2018;8813
290240;Aurelino Leal;2018;11774
290250;Baianópolis;2018;13824
290260;Baixa Grande;2018;20488
290265;Banzaê;2018;13217
290270;Barra;2018;53231
290280;Barra da Estiva;2018;20813
290290;Barra do Choça;2018;32018
290300;Barra do Mendes;2018;13900
290310;Barra do Rocha;2018;5821
290320;Barreiras;2018;153831
290323;Barro Alto;2018;14802
290330;Barro Preto;2018;5743
290327;Barrocas;2018;15846
290340;Belmonte;2018;23214
290350;Belo Campo;2018;17317
290360;Biritinga;2018;15975
290370;Boa Nova;2018;12953
290380;Boa Vista do Tupim;2018;18622
290390;Bom Jesus da Lapa;2018;68609
290395;Bom Jesus da Serra;2018;9942
290400;Boninal;2018;14288
290405;Bonito;2018;16637
290410;Boquira;2018;21520
290420;Botuporã;2018;10300
290430;Brejões;2018;14370
290440;Brejolândia;2018;10493
290450;Brotas de Macaúbas;2018;10341
290460;Brumado;2018;67048
290470;Buerarema;2018;18391
290475;Buritirama;2018;21067
290480;Caatiba;2018;7043
290485;Cabaceiras do Paraguaçu;2018;18698
290490;Cachoeira;2018;33861
290500;Caculé;2018;23045
290510;Caém;2018;9372
290515;Caetanos;2018;15524
290520;Caetité;2018;50861
290530;Cafarnaum;2018;18356
290540;Cairu;2018;17913
290550;Caldeirão Grande;2018;13260
290560;Camacan;2018;31968
290570;Camaçari;2018;293723
290580;Camamu;2018;35248
290590;Campo Alegre de Lourdes;2018;28844
290600;Campo Formoso;2018;70912
290610;Canápolis;2018;9719
290620;Canarana;2018;26020
290630;Canavieiras;2018;31301
290640;Candeal;2018;8338
290650;Candeias;2018;86677
290660;Candiba;2018;14268
290670;Cândido Sales;2018;25332
290680;Cansanção;2018;34784
290682;Canudos;2018;16752
290685;Capela do Alto Alegre;2018;11660
290687;Capim Grosso;2018;30451
290689;Caraíbas;2018;9107
290690;Caravelas;2018;21937
290700;Cardeal da Silva;2018;9240
290710;Carinhanha;2018;28965
290720;Casa Nova;2018;71366
290730;Castro Alves;2018;26209
290740;Catolândia;2018;3555
290750;Catu;2018;54424
290755;Caturama;2018;9340
290760;Central;2018;17252
290770;Chorrochó;2018;11154
290780;Cícero Dantas;2018;33356
290790;Cipó;2018;17097
290800;Coaraci;2018;17458
290810;Cocos;2018;18746
290820;Conceição da Feira;2018;22392
290830;Conceição do Almeida;2018;17332
290840;Conceição do Coité;2018;66191
290850;Conceição do Jacuípe;2018;32909
290860;Conde;2018;25630
290870;Condeúba;2018;17319
290880;Contendas do Sincorá;2018;4086
290890;Coração de Maria;2018;22719
290900;Cordeiros;2018;8585
290910;Coribe;2018;14240
290920;Coronel João Sá;2018;15801
290930;Correntina;2018;32081
290940;Cotegipe;2018;13796
290950;Cravolândia;2018;5349
290960;Crisópolis;2018;21040
290970;Cristópolis;2018;13872
290980;Cruz das Almas;2018;62871
290990;Curaçá;2018;34389
291000;Dário Meira;2018;10906
291005;Dias d'Ávila;2018;79685
291010;Dom Basílio;2018;12155
291020;Dom Macedo Costa;2018;4050
291030;Elísio Medrado;2018;8119
291040;Encruzilhada;2018;17593
291050;Entre Rios;2018;41654
290050;Érico Cardoso;2018;10662
291060;Esplanada;2018;36882
291070;Euclides da Cunha;2018;59842
291072;Eunápolis;2018;112318
291075;Fátima;2018;17601
291077;Feira da Mata;2018;5668
291080;Feira de Santana;2018;609913
291085;Filadélfia;2018;16410
291090;Firmino Alves;2018;5604
291100;Floresta Azul;2018;10686
291110;Formosa do Rio Preto;2018;25311
291120;Gandu;2018;32202
291125;Gavião;2018;4487
291130;Gentio do Ouro;2018;11206
291140;Glória;2018;15208
291150;Gongogi;2018;7276
291160;Governador Mangabeira;2018;20679
291165;Guajeru;2018;7239
291170;Guanambi;2018;84014
291180;Guaratinga;2018;20991
291185;Heliópolis;2018;13076
291190;Iaçu;2018;24496
291200;Ibiassucê;2018;9427
291210;Ibicaraí;2018;22014
291220;Ibicoara;2018;19346
291230;Ibicuí;2018;16162
291240;Ibipeba;2018;18097
291250;Ibipitanga;2018;14856
291260;Ibiquera;2018;4043
291270;Ibirapitanga;2018;23343
291280;Ibirapuã;2018;8581
291290;Ibirataia;2018;15760
291300;Ibitiara;2018;16272
291310;Ibititá;2018;17150
291320;Ibotirama;2018;26846
291330;Ichu;2018;6194
291340;Igaporã;2018;15630
291345;Igrapiúna;2018;13367
291350;Iguaí;2018;26868
291360;Ilhéus;2018;164844
291370;Inhambupe;2018;39499
291380;Ipecaetá;2018;14625
291390;Ipiaú;2018;45823
291400;Ipirá;2018;59763
291410;Ipupiara;2018;9817
291420;Irajuba;2018;7243
291430;Iramaia;2018;8893
291440;Iraquara;2018;24942
291450;Irará;2018;28892
291460;Irecê;2018;72386
291465;Itabela;2018;30413
291470;Itaberaba;2018;64325
291480;Itabuna;2018;212740
291490;Itacaré;2018;27891
291500;Itaeté;2018;15999
291510;Itagi;2018;12462
291520;Itagibá;2018;14712
291530;Itagimirim;2018;6914
291535;Itaguaçu da Bahia;2018;14311
291540;Itaju do Colônia;2018;6770
291550;Itajuípe;2018;20587
291560;Itamaraju;2018;64521
291570;Itamari;2018;8069
291580;Itambé;2018;23358
291590;Itanagra;2018;6445
291600;Itanhém;2018;19499
291610;Itaparica;2018;22114
291620;Itapé;2018;9008
291630;Itapebi;2018;10306
291640;Itapetinga;2018;75470
291650;Itapicuru;2018;35256
291660;Itapitanga;2018;10328
291670;Itaquara;2018;8288
291680;Itarantim;2018;19646
291685;Itatim;2018;14432
291690;Itiruçu;2018;12624
291700;Itiúba;2018;36063
291710;Itororó;2018;20375
291720;Ituaçu;2018;18889
291730;Ituberá;2018;28457
291733;Iuiú;2018;10969
291735;Jaborandi;2018;8496
291740;Jacaraci;2018;14834
291750;Jacobina;2018;80394
291760;Jaguaquara;2018;54163
291770;Jaguarari;2018;33385
291780;Jaguaripe;2018;18588
291790;Jandaíra;2018;10691
291800;Jequié;2018;155800
291810;Jeremoabo;2018;40232
291820;Jiquiriçá;2018;14516
291830;Jitaúna;2018;11540
291835;João Dourado;2018;24964
291840;Juazeiro;2018;215183
291845;Jucuruçu;2018;9272
291850;Jussara;2018;15307
291855;Jussari;2018;5902
291860;Jussiape;2018;6406
291870;Lafaiete Coutinho;2018;3757
291875;Lagoa Real;2018;15555
291880;Laje;2018;23638
291890;Lajedão;2018;3934
291900;Lajedinho;2018;3808
291905;Lajedo do Tabocal;2018;8546
291910;Lamarão;2018;8430
291915;Lapão;2018;27170
291920;Lauro de Freitas;2018;195095
291930;Lençóis;2018;11315
291940;Licínio de Almeida;2018;12406
291950;Livramento de Nossa Senhora;2018;45388
291955;Luís Eduardo Magalhães;2018;84753
291960;Macajuba;2018;11364
291970;Macarani;2018;18592
291980;Macaúbas;2018;49474
291990;Macururé;2018;7862
291992;Madre de Deus;2018;20737
291995;Maetinga;2018;3577
292000;Maiquinique;2018;10016
292010;Mairi;2018;18753
292020;Malhada;2018;16830
292030;Malhada de Pedras;2018;8430
292040;Manoel Vitorino;2018;13397
292045;Mansidão;2018;13546
292050;Maracás;2018;21295
292060;Maragogipe;2018;44555
292070;Maraú;2018;20518
292080;Marcionílio Souza;2018;10434
292090;Mascote;2018;13931
292100;Mata de São João;2018;46014
292105;Matina;2018;12116
292110;Medeiros Neto;2018;22659
292120;Miguel Calmon;2018;26159
292130;Milagres;2018;11009
292140;Mirangaba;2018;18195
292145;Mirante;2018;8844
292150;Monte Santo;2018;49565
292160;Morpará;2018;8542
292170;Morro do Chapéu;2018;35383
292180;Mortugaba;2018;12031
292190;Mucugê;2018;9244
292200;Mucuri;2018;41221
292205;Mulungu do Morro;2018;11114
292210;Mundo Novo;2018;26575
292220;Muniz Ferreira;2018;7399
292225;Muquém de São Francisco;2018;11280
292230;Muritiba;2018;29387
292240;Mutuípe;2018;22156
292250;Nazaré;2018;28451
292260;Nilo Peçanha;2018;13914
292265;Nordestina;2018;13095
292270;Nova Canaã;2018;16451
292273;Nova Fátima;2018;7802
292275;Nova Ibiá;2018;6631
292280;Nova Itarana;2018;8172
292285;Nova Redenção;2018;9115
292290;Nova Soure;2018;24493
292300;Nova Viçosa;2018;42950
292303;Novo Horizonte;2018;12241
292305;Novo Triunfo;2018;15380
292310;Olindina;2018;28152
292320;Oliveira dos Brejinhos;2018;21838
292330;Ouriçangas;2018;8557
292335;Ourolândia;2018;17389
292340;Palmas de Monte Alto;2018;21703
292350;Palmeiras;2018;8961
292360;Paramirim;2018;21518
292370;Paratinga;2018;31853
292380;Paripiranga;2018;28956
292390;Pau Brasil;2018;9981
292400;Paulo Afonso;2018;117014
292405;Pé de Serra;2018;13601
292410;Pedrão;2018;7298
292420;Pedro Alexandre;2018;17486
292430;Piatã;2018;17269
292440;Pilão Arcado;2018;34486
292450;Pindaí;2018;16234
292460;Pindobaçu;2018;20204
292465;Pintadas;2018;10482
292467;Piraí do Norte;2018;10007
292470;Piripá;2018;10952
292480;Piritiba;2018;24538
292490;Planaltino;2018;9272
292500;Planalto;2018;26092
292510;Poções;2018;46862
292520;Pojuca;2018;39045
292525;Ponto Novo;2018;15012
292530;Porto Seguro;2018;146625
292540;Potiraguá;2018;7549
292550;Prado;2018;28152
292560;Presidente Dutra;2018;15121
292570;Presidente Jânio Quadros;2018;12505
292575;Presidente Tancredo Neves;2018;27422
292580;Queimadas;2018;25445
292590;Quijingue;2018;27533
292593;Quixabeira;2018;8990
292595;Rafael Jambeiro;2018;22610
292600;Remanso;2018;41200
292610;Retirolândia;2018;14295
292620;Riachão das Neves;2018;22343
292630;Riachão do Jacuípe;2018;33403
292640;Riacho de Santana;2018;35240
292650;Ribeira do Amparo;2018;14843
292660;Ribeira do Pombal;2018;52956
292665;Ribeirão do Largo;2018;6304
292670;Rio de Contas;2018;13048
292680;Rio do Antônio;2018;15289
292690;Rio do Pires;2018;11645
292700;Rio Real;2018;40475
292710;Rodelas;2018;9213
292720;Ruy Barbosa;2018;30767
292730;Salinas da Margarida;2018;15463
292740;Salvador;2018;2857329
292750;Santa Bárbara;2018;20694
292760;Santa Brígida;2018;14088
292770;Santa Cruz Cabrália;2018;27626
292780;Santa Cruz da Vitória;2018;6354
292790;Santa Inês;2018;10656
292805;Santa Luzia;2018;12751
292810;Santa Maria da Vitória;2018;39920
292840;Santa Rita de Cássia;2018;28192
292850;Santa Teresinha;2018;10345
292800;Santaluz;2018;37158
292820;Santana;2018;26517
292830;Santanópolis;2018;8920
292860;Santo Amaro;2018;59512
292870;Santo Antônio de Jesus;2018;100605
292880;Santo Estêvão;2018;52413
292890;São Desidério;2018;33193
292895;São Domingos;2018;9042
292910;São Felipe;2018;21069
292900;São Félix;2018;14717
292905;São Félix do Coribe;2018;15310
292920;São Francisco do Conde;2018;39338
292925;São Gabriel;2018;18798
292930;São Gonçalo dos Campos;2018;37139
292935;São José da Vitória;2018;5710
292937;São José do Jacuípe;2018;10417
292940;São Miguel das Matas;2018;11645
292950;São Sebastião do Passé;2018;44164
292960;Sapeaçu;2018;17387
292970;Sátiro Dias;2018;19644
292975;Saubara;2018;11978
292980;Saúde;2018;12883
292990;Seabra;2018;43941
293000;Sebastião Laranjeiras;2018;11351
293010;Senhor do Bonfim;2018;78588
293020;Sento Sé;2018;40703
293015;Serra do Ramalho;2018;31532
293030;Serra Dourada;2018;17452
293040;Serra Preta;2018;15064
293050;Serrinha;2018;80411
293060;Serrolândia;2018;13347
293070;Simões Filho;2018;132906
293075;Sítio do Mato;2018;12965
293076;Sítio do Quinto;2018;10316
293077;Sobradinho;2018;22806
293080;Souto Soares;2018;16905
293090;Tabocas do Brejo Velho;2018;12517
293100;Tanhaçu;2018;20416
293105;Tanque Novo;2018;17285
293110;Tanquinho;2018;7909
293120;Taperoá;2018;20889
293130;Tapiramutá;2018;17046
293135;Teixeira de Freitas;2018;158445
293140;Teodoro Sampaio;2018;7493
293150;Teofilândia;2018;22479
293160;Teolândia;2018;14860
293170;Terra Nova;2018;12965
293180;Tremedal;2018;16608
293190;Tucano;2018;50568
293200;Uauá;2018;24486
293210;Ubaíra;2018;19914
293220;Ubaitaba;2018;19275
293230;Ubatã;2018;26795
293240;Uibaí;2018;13884
293245;Umburanas;2018;19034
293250;Una;2018;19484
293260;Urandi;2018;16651
293270;Uruçuca;2018;20630
293280;Utinga;2018;19098
293290;Valença;2018;95858
293300;Valente;2018;28130
293305;Várzea da Roça;2018;14087
293310;Várzea do Poço;2018;9130
293315;Várzea Nova;2018;12772
293317;Varzedo;2018;8895
293320;Vera Cruz;2018;42706
293325;Vereda;2018;6258
293330;Vitória da Conquista;2018;338885
293340;Wagner;2018;9347
293345;Wanderley;2018;12299
293350;Wenceslau Guimarães;2018;21228
293360;Xique-Xique;2018;46440
310010;Abadia dos Dourados;2018;6972
310020;Abaeté;2018;23223
310030;Abre Campo;2018;13465
310040;Acaiaca;2018;3994
310050;Açucena;2018;9575
310060;Água Boa;2018;13600
310070;Água Comprida;2018;2005
310080;Aguanil;2018;4448
310090;Águas Formosas;2018;19166
310100;Águas Vermelhas;2018;13477
310110;Aimorés;2018;25193
310120;Aiuruoca;2018;6032
310130;Alagoa;2018;2683
310140;Albertina;2018;3003
310150;Além Paraíba;2018;35321
310160;Alfenas;2018;79481
310163;Alfredo Vasconcelos;2018;6831
310170;Almenara;2018;41642
310180;Alpercata;2018;7411
310190;Alpinópolis;2018;19745
310200;Alterosa;2018;14414
310205;Alto Caparaó;2018;5799
315350;Alto Jequitibá;2018;8333
310210;Alto Rio Doce;2018;11146
310220;Alvarenga;2018;3973
310230;Alvinópolis;2018;15239
310240;Alvorada de Minas;2018;3606
310250;Amparo do Serra;2018;4751
310260;Andradas;2018;40747
310280;Andrelândia;2018;12242
310285;Angelândia;2018;8481
310290;Antônio Carlos;2018;11432
310300;Antônio Dias;2018;9363
310310;Antônio Prado de Minas;2018;1609
310320;Araçaí;2018;2341
310330;Aracitaba;2018;2066
310340;Araçuaí;2018;36705
310350;Araguari;2018;116691
310360;Arantina;2018;2804
310370;Araponga;2018;8425
310375;Araporã;2018;6804
310380;Arapuá;2018;2833
310390;Araújos;2018;9142
310400;Araxá;2018;105083
310410;Arceburgo;2018;10657
310420;Arcos;2018;39793
310430;Areado;2018;14955
310440;Argirita;2018;2751
310445;Aricanduva;2018;5191
310450;Arinos;2018;17888
310460;Astolfo Dutra;2018;14085
310470;Ataléia;2018;13064
310480;Augusto de Lima;2018;4888
310490;Baependi;2018;19094
310500;Baldim;2018;7851
310510;Bambuí;2018;23757
310520;Bandeira;2018;4825
310530;Bandeira do Sul;2018;5713
310540;Barão de Cocais;2018;32319
310550;Barão de Monte Alto;2018;5443
310560;Barbacena;2018;136392
310570;Barra Longa;2018;5250
310590;Barroso;2018;20720
310600;Bela Vista de Minas;2018;10248
310610;Belmiro Braga;2018;3433
310620;Belo Horizonte;2018;2501576
310630;Belo Oriente;2018;26396
310640;Belo Vale;2018;7710
310650;Berilo;2018;11995
310665;Berizal;2018;4705
310660;Bertópolis;2018;4602
310670;Betim;2018;432575
310680;Bias Fortes;2018;3430
310690;Bicas;2018;14431
310700;Biquinhas;2018;2532
310710;Boa Esperança;2018;40031
310720;Bocaina de Minas;2018;5091
310730;Bocaiúva;2018;49942
310740;Bom Despacho;2018;50166
310750;Bom Jardim de Minas;2018;6489
310760;Bom Jesus da Penha;2018;4190
310770;Bom Jesus do Amparo;2018;6031
310780;Bom Jesus do Galho;2018;15010
310790;Bom Repouso;2018;10558
310800;Bom Sucesso;2018;17598
310810;Bonfim;2018;6876
310820;Bonfinópolis de Minas;2018;5544
310825;Bonito de Minas;2018;11088
310830;Borda da Mata;2018;19202
310840;Botelhos;2018;14995
310850;Botumirim;2018;6350
